EVENT_DATE,EVENT_TYPE,COUNTRY,LOCATION,LATITUDE,LONGITUDE,FATALITIES
26-Feb-22,Battles,Ukraine,Borodianka,50.645,29.92,0
26-Feb-22,Strategic developments,Ukraine,Azovske,46.959,37.343,0
26-Feb-22,Strategic developments,Ukraine,Velyka Bilozerka,47.278,34.706,0
26-Feb-22,Explosions/Remote violence,Ukraine,Donetsk,48.015,37.801,0
26-Feb-22,Battles,Ukraine,Pavlopil,47.266,37.779,0
26-Feb-22,Strategic developments,Ukraine,Tokmak,47.255,35.712,0
26-Feb-22,Battles,Ukraine,Berdiansk,46.759,36.785,0
26-Feb-22,Battles,Ukraine,Volnovakha,47.601,37.497,0
26-Feb-22,Explosions/Remote violence,Ukraine,Borodianka,50.645,29.92,6
26-Feb-22,Battles,Ukraine,Bucha,50.544,30.212,1
26-Feb-22,Explosions/Remote violence,Ukraine,Vorzel,50.544,30.153,0
26-Feb-22,Explosions/Remote violence,Ukraine,Novohnativka,47.643,37.695,0
27-Feb-22,Explosions/Remote violence,Ukraine,Chernihiv,51.505,31.285,2
27-Feb-22,Protests,Ukraine,Koriukivka,51.776,32.259,0
27-Feb-22,Explosions/Remote violence,Ukraine,Pryluky,50.593,32.388,10
27-Feb-22,Battles,Ukraine,Kupiansk,49.711,37.615,0
27-Feb-22,Violence against civilians,Ukraine,Nova Kakhovka,46.754,33.349,5
27-Feb-22,Violence against civilians,Ukraine,Inzhenerne,46.705,32.685,2
27-Feb-22,Violence against civilians,Ukraine,Kherson,46.656,32.618,1
27-Feb-22,Battles,Ukraine,Hostomel,50.588,30.259,0
27-Feb-22,Battles,Ukraine,Irpin,50.522,30.251,3
27-Feb-22,Battles,Ukraine,Vasylkiv,50.187,30.314,0
27-Feb-22,Battles,Ukraine,Ivankiv,50.939,29.894,0
27-Feb-22,Violence against civilians,Ukraine,Ivankiv,50.939,29.894,1
27-Feb-22,Violence against civilians,Ukraine,Kyiv,50.45,30.522,3
27-Feb-22,Violence against civilians,Ukraine,Kyiv,50.45,30.522,1
27-Feb-22,Battles,Ukraine,Schastia,48.741,39.235,0
27-Feb-22,Explosions/Remote violence,Ukraine,Mykolaiv,46.967,32.018,0
27-Feb-22,Explosions/Remote violence,Ukraine,Okhtyrka,50.31,34.899,1
27-Feb-22,Explosions/Remote violence,Ukraine,Okhtyrka,50.31,34.899,0
27-Feb-22,Battles,Ukraine,Sumy,50.922,34.8,1
27-Feb-22,Riots,Ukraine,Berdiansk,46.759,36.785,0
27-Feb-22,Battles,Ukraine,Zaporizhia,47.848,35.16,0
27-Feb-22,Battles,Ukraine,Narodychi,51.203,29.082,2
27-Feb-22,Explosions/Remote violence,Ukraine,Zhytomyr,50.265,28.677,0
27-Feb-22,Battles,Ukraine,Mariupol,47.13,37.571,0
27-Feb-22,Explosions/Remote violence,Ukraine,Artsyz,45.992,29.418,0
27-Feb-22,Battles,Ukraine,Volnovakha,47.601,37.497,0
27-Feb-22,Battles,Ukraine,Rubizhne,49.012,38.38,0
27-Feb-22,Battles,Ukraine,Severodonetsk,48.947,38.491,10
27-Feb-22,Battles,Ukraine,Sumy,50.922,34.8,3
27-Feb-22,Violence against civilians,Ukraine,Sumy,50.922,34.8,1
27-Feb-22,Explosions/Remote violence,Ukraine,Poltava,49.594,34.541,0
27-Feb-22,Battles,Ukraine,Kyiv,50.45,30.522,0
27-Feb-22,Strategic developments,Ukraine,Kyiv,50.45,30.522,0
27-Feb-22,Explosions/Remote violence,Ukraine,Volodymyr-Volynskyi,50.852,24.324,0
27-Feb-22,Violence against civilians,Ukraine,Tavriyske,46.373,32.562,1
27-Feb-22,Explosions/Remote violence,Ukraine,Talakivka,47.192,37.725,0
27-Feb-22,Explosions/Remote violence,Ukraine,Sartana,47.17,37.695,0
27-Feb-22,Explosions/Remote violence,Ukraine,Hnutove,47.207,37.75,0
27-Feb-22,Battles,Ukraine,Kharkiv,49.981,36.253,10
27-Feb-22,Explosions/Remote violence,Ukraine,Donetsk - Kirovskyi,47.968,37.548,0
27-Feb-22,Explosions/Remote violence,Ukraine,Kunie,49.392,37.246,3
27-Feb-22,Explosions/Remote violence,Ukraine,Kharkiv,49.981,36.253,4
27-Feb-22,Violence against civilians,Ukraine,Popivka,49.366,35.537,0
27-Feb-22,Violence against civilians,Ukraine,Babyntsi,50.642,30.029,1
27-Feb-22,Explosions/Remote violence,Ukraine,Ivano-Frankivsk,48.922,24.71,0
27-Feb-22,Battles,Ukraine,Kherson,46.656,32.618,0
27-Feb-22,Explosions/Remote violence,Ukraine,Novyi Bykiv,50.595,31.67,0
27-Feb-22,Explosions/Remote violence,Ukraine,Staryi Bykiv,50.591,31.638,0
27-Feb-22,Violence against civilians,Ukraine,Staryi Bykiv,50.591,31.638,6
27-Feb-22,Violence against civilians,Ukraine,Bucha,50.544,30.212,0
27-Feb-22,Battles,Ukraine,Bucha,50.544,30.212,0
27-Feb-22,Battles,Ukraine,Bucha,50.544,30.212,0
28-Feb-22,Explosions/Remote violence,Ukraine,Chernihiv,51.505,31.285,0
28-Feb-22,Battles,Ukraine,Kalynivka,48.34,38.324,0
28-Feb-22,Battles,Ukraine,Mariupol,47.13,37.571,1
28-Feb-22,Explosions/Remote violence,Ukraine,Sartana,47.17,37.695,0
28-Feb-22,Violence against civilians,Ukraine,Volnovakha,47.601,37.497,0
28-Feb-22,Battles,Ukraine,Volnovakha,47.601,37.497,0
28-Feb-22,Explosions/Remote violence,Ukraine,Bila Tserkva,49.809,30.112,0
28-Feb-22,Explosions/Remote violence,Ukraine,Brovary,50.518,30.807,0
28-Feb-22,Battles,Ukraine,Makariv,50.464,29.811,2
28-Feb-22,Explosions/Remote violence,Ukraine,Vasylkiv,50.187,30.314,2
28-Feb-22,Battles,Ukraine,Ivankiv,50.939,29.894,0
28-Feb-22,Explosions/Remote violence,Ukraine,Kyiv,50.45,30.522,0
28-Feb-22,Explosions/Remote violence,Ukraine,Hirske,48.735,38.495,0
28-Feb-22,Explosions/Remote violence,Ukraine,Severodonetsk,48.947,38.491,1
28-Feb-22,Explosions/Remote violence,Ukraine,Okhtyrka,50.31,34.899,70
28-Feb-22,Protests,Ukraine,Berdiansk,46.759,36.785,0
28-Feb-22,Battles,Ukraine,Berdiansk,46.759,36.785,1
28-Feb-22,Violence against civilians,Ukraine,Berdiansk,46.759,36.785,1
28-Feb-22,Protests,Ukraine,Enerhodar,47.499,34.657,0
28-Feb-22,Battles,Ukraine,Zaporizhia,47.848,35.16,0
28-Feb-22,Explosions/Remote violence,Ukraine,Zhytomyr,50.265,28.677,0
28-Feb-22,Battles,Ukraine,Zaporizhia,47.848,35.16,0
28-Feb-22,Explosions/Remote violence,Ukraine,Osypenko,46.916,36.82,0
28-Feb-22,Explosions/Remote violence,Ukraine,Semenivka,46.893,35.41,0
28-Feb-22,Explosions/Remote violence,Ukraine,Orikhiv,47.567,35.786,0
28-Feb-22,Explosions/Remote violence,Ukraine,Orlianske,47.335,35.102,0
28-Feb-22,Explosions/Remote violence,Ukraine,Pisochyn,49.962,36.124,0
28-Feb-22,Protests,Ukraine,Dobryanka,52.063,31.186,0
28-Feb-22,Violence against civilians,Ukraine,Okhtyrka,50.31,34.899,3
28-Feb-22,Strategic developments,Ukraine,Vinnytsia,49.23,28.466,0
28-Feb-22,Explosions/Remote violence,Ukraine,Balakliia,49.461,36.853,0
28-Feb-22,Battles,Ukraine,Irpin,50.522,30.251,0
28-Feb-22,Explosions/Remote violence,Ukraine,Zholobok,48.715,38.7,0
28-Feb-22,Explosions/Remote violence,Ukraine,Logvinovo,48.38,38.347,0
28-Feb-22,Explosions/Remote violence,Ukraine,Nyzhnye Lozove,48.399,38.355,0
28-Feb-22,Explosions/Remote violence,Ukraine,Veselogorovka,48.473,38.457,0
28-Feb-22,Explosions/Remote violence,Ukraine,Kalinovo,48.569,38.525,0
28-Feb-22,Explosions/Remote violence,Ukraine,Donetskyi,48.696,38.674,0
28-Feb-22,Explosions/Remote violence,Ukraine,Lozove,48.384,38.231,0
28-Feb-22,Explosions/Remote violence,Ukraine,Sanzharivka,48.438,38.426,0
28-Feb-22,Explosions/Remote violence,Ukraine,Zolote-5,48.672,38.56,0
28-Feb-22,Explosions/Remote violence,Ukraine,Vasylivka,47.437,35.274,0
28-Feb-22,Strategic developments,Ukraine,Kherson,46.656,32.618,0
28-Feb-22,Explosions/Remote violence,Ukraine,Sofiyivska Borshchahivka,50.415,30.358,0
28-Feb-22,Violence against civilians,Ukraine,Sosnytsya,51.525,32.502,0
28-Feb-22,Battles,Ukraine,Hostomel,50.588,30.259,0
28-Feb-22,Explosions/Remote violence,Ukraine,Berdiansk,46.759,36.785,0
28-Feb-22,Explosions/Remote violence,Ukraine,Blyzniuky,48.858,36.555,0
28-Feb-22,Explosions/Remote violence,Ukraine,Verkhnyotoretske,48.214,37.88,0
28-Feb-22,Explosions/Remote violence,Ukraine,Novomykhaylivka,47.854,37.484,0
28-Feb-22,Explosions/Remote violence,Ukraine,Opytne,48.096,37.721,0
28-Feb-22,Explosions/Remote violence,Ukraine,Svitlodarsk,48.438,38.224,0
28-Feb-22,Violence against civilians,Ukraine,Zaporizhia,47.848,35.16,2
28-Feb-22,Explosions/Remote violence,Ukraine,Vodyane,47.148,37.788,0
28-Feb-22,Explosions/Remote violence,Ukraine,Tonenke,48.139,37.643,0
28-Feb-22,Violence against civilians,Ukraine,Chupakhivka,50.377,34.581,3
28-Feb-22,Explosions/Remote violence,Ukraine,Chupakhivka,50.377,34.581,0
28-Feb-22,Violence against civilians,Ukraine,Pohozha Krynytsya,50.705,33.675,1
28-Feb-22,Explosions/Remote violence,Ukraine,Borovenky,49.043,38.565,0
28-Feb-22,Explosions/Remote violence,Ukraine,Shevchenkove,49.696,37.173,0
28-Feb-22,Explosions/Remote violence,Ukraine,Zoryane,48.036,37.397,1
28-Feb-22,Explosions/Remote violence,Ukraine,Kalynivka,50.226,30.228,1
28-Feb-22,Battles,Ukraine,Kharkiv,49.981,36.253,5
28-Feb-22,Explosions/Remote violence,Ukraine,Donetsk,48.015,37.801,0
28-Feb-22,Explosions/Remote violence,Ukraine,Mykhaylivka,48.244,37.975,0
28-Feb-22,Explosions/Remote violence,Ukraine,Zalizna Balka,48.32,37.922,0
28-Feb-22,Explosions/Remote violence,Ukraine,Shakhta imeni Izotova,48.371,37.993,0
28-Feb-22,Explosions/Remote violence,Ukraine,Bairak,48.316,38.132,0
28-Feb-22,Explosions/Remote violence,Ukraine,Shakhta imeni Gagarina,48.343,37.942,0
28-Feb-22,Explosions/Remote violence,Ukraine,Holmivskyi,48.405,38.082,0
28-Feb-22,Explosions/Remote violence,Ukraine,Buzova,50.416,30.041,1
28-Feb-22,Explosions/Remote violence,Ukraine,Rohan,49.903,36.479,1
28-Feb-22,Explosions/Remote violence,Ukraine,Derhachi,50.107,36.121,0
28-Feb-22,Explosions/Remote violence,Ukraine,Izium,49.209,37.248,0
28-Feb-22,Battles,Ukraine,Sumy,50.922,34.8,5
28-Feb-22,Battles,Ukraine,Pavlivka,51.641,30.898,0
28-Feb-22,Explosions/Remote violence,Ukraine,Kharkiv,49.981,36.253,15
28-Feb-22,Battles,Ukraine,Baturyn,51.327,32.892,0
28-Feb-22,Battles,Ukraine,Hlukhiv,51.678,33.916,0
28-Feb-22,Battles,Ukraine,Hranitne,47.457,37.868,0
28-Feb-22,Violence against civilians,Ukraine,Bucha,50.544,30.212,0
28-Feb-22,Explosions/Remote violence,Ukraine,Kyinka,51.453,31.193,1
28-Feb-22,Battles,Ukraine,Bucha,50.544,30.212,10
28-Feb-22,Battles,Ukraine,Borodianka,50.645,29.92,0
28-Feb-22,Explosions/Remote violence,Ukraine,Shtepivka,50.796,34.342,1
28-Feb-22,Explosions/Remote violence,Ukraine,Kulychka,50.495,34.48,0
28-Feb-22,Explosions/Remote violence,Ukraine,Moskovskyi Bobryk,50.422,34.35,0
1-Mar-22,Battles,Ukraine,Mariupol,47.13,37.571,1
1-Mar-22,Explosions/Remote violence,Ukraine,Staryi Krym,47.161,37.487,0
1-Mar-22,Battles,Ukraine,Volnovakha,47.601,37.497,0
1-Mar-22,Explosions/Remote violence,Ukraine,Kharkiv,49.981,36.253,0
1-Mar-22,Explosions/Remote violence,Ukraine,Kharkiv,49.981,36.253,0
1-Mar-22,Explosions/Remote violence,Ukraine,Kharkiv,49.981,36.253,0
1-Mar-22,Riots,Ukraine,Kupiansk,49.711,37.615,0
1-Mar-22,Explosions/Remote violence,Ukraine,Kherson,46.656,32.618,21
1-Mar-22,Explosions/Remote violence,Ukraine,Kanatove Airdrome,48.562,32.381,0
1-Mar-22,Explosions/Remote violence,Ukraine,Bila Tserkva,49.809,30.112,0
1-Mar-22,Battles,Ukraine,Kyiv,50.45,30.522,0
1-Mar-22,Explosions/Remote violence,Ukraine,Kyiv - Shevchenkivskyi,50.465,30.465,5
1-Mar-22,Battles,Ukraine,Trostianets,50.485,34.966,0
1-Mar-22,Explosions/Remote violence,Ukraine,Pustoviitivka,50.78,33.576,0
1-Mar-22,Explosions/Remote violence,Ukraine,Berdiansk,46.759,36.785,0
1-Mar-22,Violence against civilians,Ukraine,Prymorsk,46.735,36.344,2
1-Mar-22,Protests,Ukraine,Melitopol,46.849,35.365,0
1-Mar-22,Explosions/Remote violence,Ukraine,Vasylivka,47.437,35.274,0
1-Mar-22,Explosions/Remote violence,Ukraine,Zhytomyr,50.265,28.677,4
1-Mar-22,Explosions/Remote violence,Ukraine,Mykhailivka,47.272,35.222,0
1-Mar-22,Explosions/Remote violence,Ukraine,Vasylivka,47.437,35.274,0
1-Mar-22,Explosions/Remote violence,Ukraine,Rozivka,47.385,37.068,0
1-Mar-22,Explosions/Remote violence,Ukraine,Shevchenka,47.411,35.187,0
1-Mar-22,Battles,Ukraine,Okhtyrka,50.31,34.899,0
1-Mar-22,Explosions/Remote violence,Ukraine,Dachne,46.577,30.548,0
1-Mar-22,Explosions/Remote violence,Ukraine,Vyshhorod,50.585,30.49,3
1-Mar-22,Explosions/Remote violence,Ukraine,Vasylkiv,50.187,30.314,2
1-Mar-22,Battles,Ukraine,Zhytomyr,50.265,28.677,0
1-Mar-22,Violence against civilians,Ukraine,Kukhari,50.818,29.59,1
1-Mar-22,Battles,Ukraine,Derhachi,50.107,36.121,0
1-Mar-22,Violence against civilians,Ukraine,Kyiv,50.45,30.522,1
1-Mar-22,Explosions/Remote violence,Ukraine,Yevhenivka,47.086,32.902,10
1-Mar-22,Battles,Ukraine,Snihurivka,47.07,32.791,0
1-Mar-22,Battles,Ukraine,Kherson,46.656,32.618,0
1-Mar-22,Strategic developments,Ukraine,Melitopol,46.849,35.365,0
1-Mar-22,Strategic developments,Ukraine,Kyiv,50.45,30.522,0
1-Mar-22,Explosions/Remote violence,Ukraine,Kyiv - Podilskyi,50.493,30.441,0
1-Mar-22,Explosions/Remote violence,Ukraine,Kyiv - Solomyanskyi,50.427,30.454,0
1-Mar-22,Explosions/Remote violence,Ukraine,Chornobaivka,46.697,32.553,0
1-Mar-22,Battles,Ukraine,Mykolaiv,46.967,32.018,0
1-Mar-22,Explosions/Remote violence,Ukraine,Vyshneve,50.389,30.37,0
1-Mar-22,Explosions/Remote violence,Ukraine,Boyarka,50.317,30.298,0
1-Mar-22,Explosions/Remote violence,Ukraine,Krasilivka,50.525,30.912,0
1-Mar-22,Explosions/Remote violence,Ukraine,Opytne,48.096,37.721,0
1-Mar-22,Battles,Ukraine,Tsvitokha,50.249,26.944,1
1-Mar-22,Battles,Ukraine,Novotoshkivske,48.723,38.635,0
1-Mar-22,Explosions/Remote violence,Ukraine,Luhanske,48.431,38.255,0
1-Mar-22,Strategic developments,Ukraine,Chernihiv,51.505,31.285,0
1-Mar-22,Explosions/Remote violence,Ukraine,Kostiantynivka,48.533,37.717,1
1-Mar-22,Explosions/Remote violence,Ukraine,Avdiivka,48.139,37.75,0
1-Mar-22,Explosions/Remote violence,Ukraine,Rusaniv,50.496,31.164,0
1-Mar-22,Battles,Ukraine,Enerhodar,47.499,34.657,0
1-Mar-22,Violence against civilians,Ukraine,Kreminna,49.05,38.218,1
1-Mar-22,Explosions/Remote violence,Ukraine,Severodonetsk,48.947,38.491,0
1-Mar-22,Explosions/Remote violence,Ukraine,Elenovka,47.83,37.647,0
1-Mar-22,Explosions/Remote violence,Ukraine,Zaitseve,48.429,38.009,0
1-Mar-22,Explosions/Remote violence,Ukraine,Zalizna Balka,48.32,37.922,0
1-Mar-22,Explosions/Remote violence,Ukraine,Holmivskyi,48.405,38.082,0
1-Mar-22,Explosions/Remote violence,Ukraine,Shakhta imeni Izotova,48.371,37.993,0
1-Mar-22,Explosions/Remote violence,Ukraine,Donetsk - Kyivskyi,47.986,37.862,0
1-Mar-22,Explosions/Remote violence,Ukraine,Mykhaylivka,48.244,37.975,0
1-Mar-22,Battles,Ukraine,Horlivka,48.313,38.042,0
1-Mar-22,Explosions/Remote violence,Ukraine,Shakhta imeni Gagarina,48.343,37.942,0
1-Mar-22,Explosions/Remote violence,Ukraine,Kalynivka,48.34,38.324,0
1-Mar-22,Explosions/Remote violence,Ukraine,Holubivka,48.636,38.639,0
1-Mar-22,Explosions/Remote violence,Ukraine,Pervomayske,48.097,37.592,0
1-Mar-22,Explosions/Remote violence,Ukraine,Molochnyi,48.354,38.249,0
1-Mar-22,Explosions/Remote violence,Ukraine,Nyzhnye Lozove,48.399,38.355,0
1-Mar-22,Explosions/Remote violence,Ukraine,Donetskyi,48.696,38.674,0
1-Mar-22,Explosions/Remote violence,Ukraine,Logvinovo,48.38,38.347,0
1-Mar-22,Violence against civilians,Ukraine,Shehyni,49.804,22.985,0
1-Mar-22,Violence against civilians,Ukraine,Nyzy,50.78,34.779,0
1-Mar-22,Explosions/Remote violence,Ukraine,Derhachi,50.107,36.121,0
1-Mar-22,Explosions/Remote violence,Ukraine,Loschynivka,45.477,28.821,1
1-Mar-22,Explosions/Remote violence,Ukraine,Chernihiv,51.505,31.285,0
1-Mar-22,Explosions/Remote violence,Ukraine,Kharkiv,49.981,36.253,29
1-Mar-22,Strategic developments,Ukraine,Hostomel,50.588,30.259,0
1-Mar-22,Strategic developments,Ukraine,Bobrovytsia,50.744,31.387,0
1-Mar-22,Explosions/Remote violence,Ukraine,Chernihiv,51.505,31.285,10
1-Mar-22,Strategic developments,Ukraine,Bucha,50.544,30.212,0
1-Mar-22,Strategic developments,Ukraine,Nova Basan,50.573,31.518,0
1-Mar-22,Explosions/Remote violence,Ukraine,Fastiv,50.077,29.918,0
1-Mar-22,Explosions/Remote violence,Ukraine,Borodianka,50.645,29.92,0
1-Mar-22,Battles,Ukraine,Borodianka,50.645,29.92,10
1-Mar-22,Battles,Ukraine,Bashtanka,47.407,32.439,0
1-Mar-22,Explosions/Remote violence,Ukraine,Byshkin,50.629,34.62,0
1-Mar-22,Violence against civilians,Ukraine,Kherson,46.656,32.618,3
1-Mar-22,Explosions/Remote violence,Ukraine,Donetsk - Kuibyshivskyi,48.023,37.728,0
1-Mar-22,Violence against civilians,Ukraine,Kalynivka,50.779,31.774,2
2-Mar-22,Explosions/Remote violence,Ukraine,Chernihiv,51.505,31.285,1
2-Mar-22,Battles,Ukraine,Kruty,51.083,32.15,200
2-Mar-22,Battles,Ukraine,Horlivka,48.313,38.042,0
2-Mar-22,Explosions/Remote violence,Ukraine,Mariupol,47.13,37.571,3
2-Mar-22,Battles,Ukraine,Kharkiv,49.981,36.253,2
2-Mar-22,Explosions/Remote violence,Ukraine,Kharkiv,49.981,36.253,4
2-Mar-22,Battles,Ukraine,Irpin,50.522,30.251,0
2-Mar-22,Battles,Ukraine,Makariv,50.464,29.811,0
2-Mar-22,Explosions/Remote violence,Ukraine,Dymer,50.783,30.308,0
2-Mar-22,Battles,Ukraine,Dytyatki,51.108,30.15,0
2-Mar-22,Explosions/Remote violence,Ukraine,Kyiv,50.45,30.522,0
2-Mar-22,Explosions/Remote violence,Ukraine,Lysychansk,48.905,38.435,0
2-Mar-22,Explosions/Remote violence,Ukraine,Popasna,48.633,38.378,0
2-Mar-22,Explosions/Remote violence,Ukraine,Severodonetsk,48.947,38.491,0
2-Mar-22,Protests,Ukraine,Starobilsk,49.278,38.911,0
2-Mar-22,Battles,Ukraine,Mykolaiv,46.967,32.018,0
2-Mar-22,Explosions/Remote violence,Ukraine,Port of Olviya,46.832,31.954,1
2-Mar-22,Explosions/Remote violence,Ukraine,Voznesensk,47.585,31.332,0
2-Mar-22,Explosions/Remote violence,Ukraine,Odesa,46.464,30.739,0
2-Mar-22,Battles,Ukraine,Sumy,50.922,34.8,0
2-Mar-22,Protests,Ukraine,Enerhodar,47.499,34.657,0
2-Mar-22,Protests,Ukraine,Melitopol,46.849,35.365,0
2-Mar-22,Explosions/Remote violence,Ukraine,Rozivka,47.385,37.068,0
2-Mar-22,Explosions/Remote violence,Ukraine,Toretsk,48.393,37.845,0
2-Mar-22,Explosions/Remote violence,Ukraine,Avdiivka,48.139,37.75,0
2-Mar-22,Explosions/Remote violence,Ukraine,Trostianets,50.485,34.966,0
2-Mar-22,Explosions/Remote violence,Ukraine,Voznesensk,47.585,31.332,0
2-Mar-22,Battles,Ukraine,Novhorod-Siverskyi,51.998,33.265,1
2-Mar-22,Strategic developments,Ukraine,Kyiv - Solomyanskyi,50.427,30.454,0
2-Mar-22,Battles,Ukraine,Kamianske,48.521,34.611,0
2-Mar-22,Battles,Ukraine,Okhtyrka,50.31,34.899,0
2-Mar-22,Battles,Ukraine,Snihurivka,47.07,32.791,0
2-Mar-22,Battles,Ukraine,Skadovsk,46.116,32.911,0
2-Mar-22,Battles,Ukraine,Bobrovytsia,50.744,31.387,0
2-Mar-22,Battles,Ukraine,Hola Prystan,46.527,32.524,0
2-Mar-22,Battles,Ukraine,Nova Kakhovka,46.754,33.349,0
2-Mar-22,Battles,Ukraine,Shevchenkove,49.696,37.173,1
2-Mar-22,Battles,Ukraine,Kozelets,50.913,31.121,0
2-Mar-22,Battles,Ukraine,Malyn,50.772,29.238,0
2-Mar-22,Battles,Ukraine,Bohodukhiv,50.165,35.528,2
2-Mar-22,Battles,Ukraine,Horenychi,50.419,30.211,0
2-Mar-22,Battles,Ukraine,Vasylivka,47.437,35.274,0
2-Mar-22,Battles,Ukraine,Chervone Pole,47.03,37.064,0
2-Mar-22,Violence against civilians,Ukraine,Trostianets,50.485,34.966,3
2-Mar-22,Explosions/Remote violence,Ukraine,Manhush,47.056,37.311,1
2-Mar-22,Strategic developments,Ukraine,Kyiv,50.45,30.522,0
2-Mar-22,Explosions/Remote violence,Ukraine,Baryshivka,50.361,31.322,0
2-Mar-22,Explosions/Remote violence,Ukraine,Rusaniv,50.496,31.164,0
2-Mar-22,Explosions/Remote violence,Ukraine,Buzova,50.416,30.041,1
2-Mar-22,Explosions/Remote violence,Ukraine,Kyiv - Obolonskyi,50.529,30.475,0
2-Mar-22,Explosions/Remote violence,Ukraine,Vyshhorod,50.585,30.49,0
2-Mar-22,Explosions/Remote violence,Ukraine,Zolote-4,48.679,38.514,0
2-Mar-22,Explosions/Remote violence,Ukraine,Staryi Krym,47.161,37.487,0
2-Mar-22,Battles,Ukraine,Hostomel,50.588,30.259,0
2-Mar-22,Explosions/Remote violence,Ukraine,Izium,49.209,37.248,8
2-Mar-22,Explosions/Remote violence,Ukraine,Dokuchaevsk,47.749,37.678,0
2-Mar-22,Battles,Ukraine,Volnovakha,47.601,37.497,10
2-Mar-22,Explosions/Remote violence,Ukraine,Abakumov Mine,47.995,37.631,0
2-Mar-22,Explosions/Remote violence,Ukraine,Holmivskyi,48.405,38.082,0
2-Mar-22,Explosions/Remote violence,Ukraine,Mine 6/7,48.377,37.964,0
2-Mar-22,Explosions/Remote violence,Ukraine,Panteleimonivka,48.207,37.973,0
2-Mar-22,Explosions/Remote violence,Ukraine,Oleksandrivka,47.922,37.571,0
2-Mar-22,Explosions/Remote violence,Ukraine,Makiivka,48.046,37.969,0
2-Mar-22,Explosions/Remote violence,Ukraine,Ozeryanivka,48.274,37.972,0
2-Mar-22,Explosions/Remote violence,Ukraine,Donetsk - Kirovskyi,47.968,37.548,0
2-Mar-22,Explosions/Remote violence,Ukraine,Verkhnyotoretske,48.214,37.88,0
2-Mar-22,Explosions/Remote violence,Ukraine,Zuhres,48.018,38.27,0
2-Mar-22,Explosions/Remote violence,Ukraine,Shakhta Trudovskaya,47.951,37.549,0
2-Mar-22,Battles,Ukraine,Holubivske,48.692,38.604,0
2-Mar-22,Explosions/Remote violence,Ukraine,Logvinovo,48.38,38.347,0
2-Mar-22,Explosions/Remote violence,Ukraine,Sanzharivka,48.438,38.426,0
2-Mar-22,Explosions/Remote violence,Ukraine,Lozove,48.384,38.231,0
2-Mar-22,Explosions/Remote violence,Ukraine,Yakovlivka,49.827,36.139,4
2-Mar-22,Strategic developments,Ukraine,Kharkiv,49.981,36.253,0
2-Mar-22,Explosions/Remote violence,Ukraine,Khorosheve,49.859,36.218,0
2-Mar-22,Explosions/Remote violence,Ukraine,Kharkiv,49.981,36.253,0
2-Mar-22,Battles,Ukraine,Babyntsi,50.642,30.029,0
2-Mar-22,Battles,Ukraine,Kherson,46.656,32.618,19
2-Mar-22,Explosions/Remote violence,Ukraine,Demydiv,50.728,30.331,0
2-Mar-22,Strategic developments,Ukraine,Konotop,51.24,33.203,0
2-Mar-22,Battles,Ukraine,Nova Basan,50.573,31.518,0
2-Mar-22,Explosions/Remote violence,Ukraine,Korosten,50.959,28.638,4
2-Mar-22,Explosions/Remote violence,Ukraine,Kluhyno-Bashkyrivka,49.841,36.711,2
2-Mar-22,Explosions/Remote violence,Ukraine,Chuhuiv,49.836,36.688,2
2-Mar-22,Explosions/Remote violence,Ukraine,Lozova,48.889,36.318,2
2-Mar-22,Battles,Ukraine,Lebedyn,50.585,34.485,0
2-Mar-22,Explosions/Remote violence,Ukraine,Bucha,50.544,30.212,0
2-Mar-22,Explosions/Remote violence,Ukraine,Donetsk - Kuibyshivskyi,48.023,37.728,0
3-Mar-22,Battles,Ukraine,Hostomel,50.588,30.259,25
3-Mar-22,Explosions/Remote violence,Ukraine,Irpin,50.522,30.251,1
3-Mar-22,Violence against civilians,Ukraine,Coast of Odesa,45.89,30.597,0
3-Mar-22,Violence against civilians,Ukraine,Enerhodar,47.499,34.657,0
3-Mar-22,Battles,Ukraine,Enerhodar,47.499,34.657,3
3-Mar-22,Explosions/Remote violence,Ukraine,New Korotych,49.96,36.008,0
3-Mar-22,Explosions/Remote violence,Ukraine,Rusaniv,50.496,31.164,0
3-Mar-22,Battles,Ukraine,Tokmak,47.255,35.712,0
3-Mar-22,Strategic developments,Ukraine,Orikhiv,47.567,35.786,0
3-Mar-22,Strategic developments,Ukraine,Orlianske,47.335,35.102,0
3-Mar-22,Strategic developments,Ukraine,Berdiansk,46.759,36.785,0
3-Mar-22,Strategic developments,Ukraine,Vasylivka,47.437,35.274,0
3-Mar-22,Battles,Ukraine,Vasylivka,47.437,35.274,0
3-Mar-22,Battles,Ukraine,Makariv,50.464,29.811,0
3-Mar-22,Battles,Ukraine,Voznesensk,47.585,31.332,0
3-Mar-22,Protests,Ukraine,Svatove,49.41,38.15,0
3-Mar-22,Battles,Ukraine,Polissia,51.969,31.727,10
3-Mar-22,Explosions/Remote violence,Ukraine,Voznesensk,47.585,31.332,0
3-Mar-22,Explosions/Remote violence,Ukraine,Lysychansk,48.905,38.435,0
3-Mar-22,Violence against civilians,Ukraine,Osypenko,46.916,36.82,3
3-Mar-22,Explosions/Remote violence,Ukraine,Toretsk,48.393,37.845,0
3-Mar-22,Explosions/Remote violence,Ukraine,Severodonetsk,48.947,38.491,0
3-Mar-22,Protests,Ukraine,Starobilsk,49.278,38.911,0
