"country","predicted_shares"
"Hungary",0.107806634654595
"Belarus",0.0254408299070104
"Moldova",0.120237090184471
"Poland",0.184097365747316
"Romania",0.169775979722219
"Russian Federation",0.192307412587041
"Slovakia",0.200334687197347
