country,actual,predicted
Hungary,0.0918084019718904,0.10770825175320216
Belarus,0.0040014553410886,0.024911646013027724
Moldova,0.0685229445541713,0.12027688108919368
Poland,0.5040440224560947,0.18423520111060362
Romania,0.1381804748966117,0.1699920046532261
Russian Federation,0.1300679593881882,0.1920827560201199
Slovakia,0.0633747413919549,0.20079325936062678
