conflict,crossing,crossing_country,duration,duration_text,mode,crossing_lat,crossing_lon,conflict_lat,conflict_lon
Oleshky,Yampil - Soroca,Moldova,38336,10 hours 39 mins,driving,48.23847792,28.298352571968,46.6,32.7
Oleshky,Platonove - Hoianul Nou,Moldova,35768,9 hours 56 mins,driving,47.4035177980076,29.3299989816095,46.6,32.7
Oleshky,Bolhan - Khristova,Moldova,37522,10 hours 25 mins,driving,48.1345599996641,28.740979999872,46.6,32.7
Kobleve,Sokyriany - Oknytsia,Moldova,30633,8 hours 31 mins,driving,48.4393941383826,27.4628582013793,46.7,31.2
Kobleve,Mohyliv-Podilskyi - Otach,Moldova,25774,7 hours 10 mins,driving,48.4448585627389,27.7913514087357,46.7,31.2
Kobleve,Kuchurhan - Pervomaisk,Moldova,7042,1 hour 57 mins,driving,46.7372122988371,29.9744340074737,46.7,31.2
Kobleve,Vynohradivka - Vulcanesti,Moldova,18222,5 hours 4 mins,driving,45.6975698575698,28.5011048032693,46.7,31.2
Kobleve,Maiaky - Udobne-Palanka,Moldova,10787,3 hours 0 mins,driving,46.3845441486797,30.0874046179872,46.7,31.2
Kobleve,Basarabiaska,Moldova,15285,4 hours 15 mins,driving,46.321406048852,28.9966357057719,46.7,31.2
Kobleve,Novi Troiany - Ceadir-Lunga,Moldova,20632,5 hours 44 mins,driving,45.98123168,28.84332629,46.7,31.2
Kobleve,Yampil - Soroca,Moldova,25468,7 hours 4 mins,driving,48.23847792,28.298352571968,46.7,31.2
Kobleve,Platonove - Hoianul Nou,Moldova,13709,3 hours 48 mins,driving,47.4035177980076,29.3299989816095,46.7,31.2
Kobleve,Bolhan - Khristova,Moldova,20205,5 hours 37 mins,driving,48.1345599996641,28.740979999872,46.7,31.2
Kherson,Sokyriany - Oknytsia,Moldova,43625,12 hours 7 mins,driving,48.4393941383826,27.4628582013793,46.7,32.6
Kherson,Mohyliv-Podilskyi - Otach,Moldova,38766,10 hours 46 mins,driving,48.4448585627389,27.7913514087357,46.7,32.6
Kherson,Kuchurhan - Pervomaisk,Moldova,37989,10 hours 33 mins,driving,46.7372122988371,29.9744340074737,46.7,32.6
Kherson,Vynohradivka - Vulcanesti,Moldova,48619,13 hours 30 mins,driving,45.6975698575698,28.5011048032693,46.7,32.6
Kherson,Maiaky - Udobne-Palanka,Moldova,43169,11 hours 59 mins,driving,46.3845441486797,30.0874046179872,46.7,32.6
Kherson,Basarabiaska,Moldova,44698,12 hours 25 mins,driving,46.321406048852,28.9966357057719,46.7,32.6
Kherson,Novi Troiany - Ceadir-Lunga,Moldova,53013,14 hours 44 mins,driving,45.98123168,28.84332629,46.7,32.6
Kherson,Yampil - Soroca,Moldova,38012,10 hours 34 mins,driving,48.23847792,28.298352571968,46.7,32.6
Kherson,Platonove - Hoianul Nou,Moldova,35444,9 hours 51 mins,driving,47.4035177980076,29.3299989816095,46.7,32.6
Kherson,Bolhan - Khristova,Moldova,37198,10 hours 20 mins,driving,48.1345599996641,28.740979999872,46.7,32.6
Kyselivka,Sokyriany - Oknytsia,Moldova,45278,12 hours 35 mins,driving,48.4393941383826,27.4628582013793,46.8,32.4
Kyselivka,Mohyliv-Podilskyi - Otach,Moldova,40419,11 hours 14 mins,driving,48.4448585627389,27.7913514087357,46.8,32.4
Kyselivka,Kuchurhan - Pervomaisk,Moldova,39643,11 hours 1 min,driving,46.7372122988371,29.9744340074737,46.8,32.4
Kyselivka,Vynohradivka - Vulcanesti,Moldova,50272,13 hours 58 mins,driving,45.6975698575698,28.5011048032693,46.8,32.4
Kyselivka,Maiaky - Udobne-Palanka,Moldova,44822,12 hours 27 mins,driving,46.3845441486797,30.0874046179872,46.8,32.4
Kyselivka,Basarabiaska,Moldova,46351,12 hours 53 mins,driving,46.321406048852,28.9966357057719,46.8,32.4
Kyselivka,Novi Troiany - Ceadir-Lunga,Moldova,54667,15 hours 11 mins,driving,45.98123168,28.84332629,46.8,32.4
Kyselivka,Yampil - Soroca,Moldova,39665,11 hours 1 min,driving,48.23847792,28.298352571968,46.8,32.4
Kyselivka,Platonove - Hoianul Nou,Moldova,37097,10 hours 18 mins,driving,47.4035177980076,29.3299989816095,46.8,32.4
Kyselivka,Bolhan - Khristova,Moldova,38852,10 hours 48 mins,driving,48.1345599996641,28.740979999872,46.8,32.4
Melitopol,Sokyriany - Oknytsia,Moldova,48515,13 hours 29 mins,driving,48.4393941383826,27.4628582013793,46.8,35.4
Melitopol,Mohyliv-Podilskyi - Otach,Moldova,43656,12 hours 8 mins,driving,48.4448585627389,27.7913514087357,46.8,35.4
Melitopol,Kuchurhan - Pervomaisk,Moldova,42880,11 hours 55 mins,driving,46.7372122988371,29.9744340074737,46.8,35.4
Melitopol,Vynohradivka - Vulcanesti,Moldova,53509,14 hours 52 mins,driving,45.6975698575698,28.5011048032693,46.8,35.4
Melitopol,Maiaky - Udobne-Palanka,Moldova,48059,13 hours 21 mins,driving,46.3845441486797,30.0874046179872,46.8,35.4
Melitopol,Basarabiaska,Moldova,49588,13 hours 46 mins,driving,46.321406048852,28.9966357057719,46.8,35.4
Melitopol,Novi Troiany - Ceadir-Lunga,Moldova,57904,16 hours 5 mins,driving,45.98123168,28.84332629,46.8,35.4
Melitopol,Yampil - Soroca,Moldova,42902,11 hours 55 mins,driving,48.23847792,28.298352571968,46.8,35.4
Melitopol,Platonove - Hoianul Nou,Moldova,40334,11 hours 12 mins,driving,47.4035177980076,29.3299989816095,46.8,35.4
Melitopol,Bolhan - Khristova,Moldova,42089,11 hours 41 mins,driving,48.1345599996641,28.740979999872,46.8,35.4
Mykolaiv,Sokyriany - Oknytsia,Moldova,34203,9 hours 30 mins,driving,48.4393941383826,27.4628582013793,47.0,32.0
Mykolaiv,Mohyliv-Podilskyi - Otach,Moldova,29344,8 hours 9 mins,driving,48.4448585627389,27.7913514087357,47.0,32.0
Mykolaiv,Kuchurhan - Pervomaisk,Moldova,10612,2 hours 57 mins,driving,46.7372122988371,29.9744340074737,47.0,32.0
Mykolaiv,Vynohradivka - Vulcanesti,Moldova,21792,6 hours 3 mins,driving,45.6975698575698,28.5011048032693,47.0,32.0
Mykolaiv,Maiaky - Udobne-Palanka,Moldova,14357,3 hours 59 mins,driving,46.3845441486797,30.0874046179872,47.0,32.0
Mykolaiv,Basarabiaska,Moldova,18855,5 hours 14 mins,driving,46.321406048852,28.9966357057719,47.0,32.0
Mykolaiv,Novi Troiany - Ceadir-Lunga,Moldova,24202,6 hours 43 mins,driving,45.98123168,28.84332629,47.0,32.0
Mykolaiv,Yampil - Soroca,Moldova,29038,8 hours 4 mins,driving,48.23847792,28.298352571968,47.0,32.0
Mykolaiv,Platonove - Hoianul Nou,Moldova,17279,4 hours 48 mins,driving,47.4035177980076,29.3299989816095,47.0,32.0
Mykolaiv,Bolhan - Khristova,Moldova,23775,6 hours 36 mins,driving,48.1345599996641,28.740979999872,47.0,32.0
Mariupol,Sokyriany - Oknytsia,Moldova,53321,14 hours 49 mins,driving,48.4393941383826,27.4628582013793,47.1,37.6
Mariupol,Mohyliv-Podilskyi - Otach,Moldova,48462,13 hours 28 mins,driving,48.4448585627389,27.7913514087357,47.1,37.6
Mariupol,Kuchurhan - Pervomaisk,Moldova,47685,13 hours 15 mins,driving,46.7372122988371,29.9744340074737,47.1,37.6
Mariupol,Vynohradivka - Vulcanesti,Moldova,58315,16 hours 12 mins,driving,45.6975698575698,28.5011048032693,47.1,37.6
Mariupol,Maiaky - Udobne-Palanka,Moldova,52864,14 hours 41 mins,driving,46.3845441486797,30.0874046179872,47.1,37.6
Mariupol,Basarabiaska,Moldova,54394,15 hours 7 mins,driving,46.321406048852,28.9966357057719,47.1,37.6
Mariupol,Novi Troiany - Ceadir-Lunga,Moldova,62709,17 hours 25 mins,driving,45.98123168,28.84332629,47.1,37.6
Mariupol,Yampil - Soroca,Moldova,47708,13 hours 15 mins,driving,48.23847792,28.298352571968,47.1,37.6
Mariupol,Platonove - Hoianul Nou,Moldova,45140,12 hours 32 mins,driving,47.4035177980076,29.3299989816095,47.1,37.6
Mariupol,Bolhan - Khristova,Moldova,46894,13 hours 2 mins,driving,48.1345599996641,28.740979999872,47.1,37.6
Velyka Oleksandrivka,Sokyriany - Oknytsia,Moldova,37939,10 hours 32 mins,driving,48.4393941383826,27.4628582013793,47.3,33.3
Velyka Oleksandrivka,Mohyliv-Podilskyi - Otach,Moldova,33079,9 hours 11 mins,driving,48.4448585627389,27.7913514087357,47.3,33.3
Velyka Oleksandrivka,Kuchurhan - Pervomaisk,Moldova,32303,8 hours 58 mins,driving,46.7372122988371,29.9744340074737,47.3,33.3
Velyka Oleksandrivka,Vynohradivka - Vulcanesti,Moldova,42932,11 hours 56 mins,driving,45.6975698575698,28.5011048032693,47.3,33.3
Velyka Oleksandrivka,Maiaky - Udobne-Palanka,Moldova,37482,10 hours 25 mins,driving,46.3845441486797,30.0874046179872,47.3,33.3
Velyka Oleksandrivka,Basarabiaska,Moldova,39011,10 hours 50 mins,driving,46.321406048852,28.9966357057719,47.3,33.3
Velyka Oleksandrivka,Novi Troiany - Ceadir-Lunga,Moldova,47327,13 hours 9 mins,driving,45.98123168,28.84332629,47.3,33.3
Velyka Oleksandrivka,Yampil - Soroca,Moldova,32326,8 hours 59 mins,driving,48.23847792,28.298352571968,47.3,33.3
Velyka Oleksandrivka,Platonove - Hoianul Nou,Moldova,29757,8 hours 16 mins,driving,47.4035177980076,29.3299989816095,47.3,33.3
Velyka Oleksandrivka,Bolhan - Khristova,Moldova,31512,8 hours 45 mins,driving,48.1345599996641,28.740979999872,47.3,33.3
Polohy,Sokyriany - Oknytsia,Moldova,47211,13 hours 7 mins,driving,48.4393941383826,27.4628582013793,47.5,36.3
Polohy,Mohyliv-Podilskyi - Otach,Moldova,42352,11 hours 46 mins,driving,48.4448585627389,27.7913514087357,47.5,36.3
Polohy,Kuchurhan - Pervomaisk,Moldova,41576,11 hours 33 mins,driving,46.7372122988371,29.9744340074737,47.5,36.3
Polohy,Vynohradivka - Vulcanesti,Moldova,52205,14 hours 30 mins,driving,45.6975698575698,28.5011048032693,47.5,36.3
Polohy,Maiaky - Udobne-Palanka,Moldova,46755,12 hours 59 mins,driving,46.3845441486797,30.0874046179872,47.5,36.3
Polohy,Basarabiaska,Moldova,48284,13 hours 25 mins,driving,46.321406048852,28.9966357057719,47.5,36.3
Polohy,Novi Troiany - Ceadir-Lunga,Moldova,56600,15 hours 43 mins,driving,45.98123168,28.84332629,47.5,36.3
Polohy,Yampil - Soroca,Moldova,41598,11 hours 33 mins,driving,48.23847792,28.298352571968,47.5,36.3
Polohy,Platonove - Hoianul Nou,Moldova,39030,10 hours 51 mins,driving,47.4035177980076,29.3299989816095,47.5,36.3
Polohy,Bolhan - Khristova,Moldova,40785,11 hours 20 mins,driving,48.1345599996641,28.740979999872,47.5,36.3
Oleksandrivka,Oleksiivka - Vadul Turkului,Moldova,40399,11 hours 13 mins,driving,47.9613199997553,28.9251199997751,46.6,32.1
Oleksandrivka,Tymkove - Broshten,Moldova,39860,11 hours 4 mins,driving,47.8790599997986,29.2739499995915,46.6,32.1
Oleksandrivka,Yosypivka-Kolosove,Moldova,39184,10 hours 53 mins,driving,47.346089999079,29.5851299994277,46.6,32.1
Oleksandrivka,Reni - Dzhiurdzhiulesht,Moldova,54504,15 hours 8 mins,driving,45.4816299990604,28.2267799991426,46.6,32.1
Oleksandrivka,Diakove - Halmeu,Romania,70478,19 hours 35 mins,driving,48.0001942688208,23.002530228314,46.6,32.1
Oleksandrivka,Solotvyno-Sihetu Marmatsiiei,Romania,67707,18 hours 48 mins,driving,47.940601987896,23.8781014459885,46.6,32.1
Oleksandrivka,Porubne - Siret,Romania,54337,15 hours 6 mins,driving,47.9889804990189,26.0600757026769,46.6,32.1
Oleksandrivka,Orlivka - Isaceea,Romania,54533,15 hours 9 mins,driving,45.29415433,28.45765853,46.6,32.1
Oleksandrivka,Uzhhorod - Vyshnie-Niemetske,Slovakia,69477,19 hours 18 mins,driving,48.6555219632231,22.2659826188978,46.6,32.1
Oleksandrivka,Malyi Bereznyi - Ubl'a,Slovakia,68319,18 hours 59 mins,driving,48.8852048505616,22.4206249175739,46.6,32.1
Oleshky,Oleksiivka - Vadul Turkului,Moldova,37927,10 hours 32 mins,driving,47.9613199997553,28.9251199997751,46.6,32.7
Oleshky,Tymkove - Broshten,Moldova,37389,10 hours 23 mins,driving,47.8790599997986,29.2739499995915,46.6,32.7
Oleshky,Yosypivka-Kolosove,Moldova,36712,10 hours 12 mins,driving,47.346089999079,29.5851299994277,46.6,32.7
